bedrooms,bathrooms,floors,price
3,1.75,1,492450
3,1.75,1,813000
3,2,1,710000
3,1.5,2,792500
5,1.5,1.5,285900
3,2,1,389000
3,2.25,2,675000
2,0.75,1,352000
4,3.25,2,1.05E+06
4,1.75,1,768500
4,2,1,500000
3,2.5,1,685000
4,2.75,1,648475
6,5,2,655000
4,2.75,2,895000
3,1,1,195000
4,2.5,2,368000
4,3.5,2,997000
3,2.75,1,335000
3,2,1,250000
3,1.75,1,278500
4,1.5,2,260000
2,1,1,162500
4,1,1,239000
4,2.5,2,600000
4,2.25,2,350000
5,3.75,2,852500
3,2.5,2,485000
3,1,1,299000
2,1,1,227450
3,1,1,383000
2,3.25,1,835000
5,1.5,1.5,760000
2,1,1,532500
3,2.5,1,635000
3,2,1,438500
3,2.5,1.5,545500
3,1.75,1,675000
3,1.75,1,450000
3,1,1,199999
3,1.5,1,375000
4,2.25,2,600000
3,1.5,1,292600
5,2.75,1,1.04E+06
3,1,1,610000
4,2.5,2,397450
3,2.25,1,382000
3,2.25,1,370000
3,2.25,1,520000
2,1,1,260000
4,2.5,2,890000
5,2,1,344000
3,1,1,205000
5,2.5,1,379000
3,2,2,424240
3,2,2,589950
4,1.75,1,582000
3,2.5,2,349000
3,1,1,658000
5,2.75,1.5,294000
5,3.5,2,690000
3,1,1.5,600000
3,1,1,199990
3,1.75,1,220000
4,2.25,1,440000
4,2.5,2,439990
4,2.5,2,815000
4,2.25,2,535000
3,1.75,1,215000
3,2.5,1.5,605000
3,2.5,2,349900
3,1,1,495000
3,2.5,2,515100
4,2.5,2,620000
4,2.25,2,657500
5,1.75,1,250000
5,1.75,1,385000
3,1.5,1,307000
3,2.5,1,288000
3,1.75,1.5,226450
3,2.5,1,390000
3,1,1,350000
3,1.5,1,368000
2,1,1,469000
3,2.25,2,865000
5,2.5,1.5,515000
3,1.75,1,410000
4,1,1,210000
3,1.75,1,460000
4,2.5,1,241500
4,2.25,2,322200
4,1,1.5,279000
2,1,1,303000
3,1.5,1,420000
3,1.75,1,249000
3,1,1,294950
4,3.5,2,1.32E+06
3,1.75,1,335000
4,2.25,1.5,1.16E+06
2,1,1.5,520000
4,1.75,1,560000
4,1.5,2,243400
3,2,1,405000
2,1,1.5,495000
4,2.5,2,350000
5,2.75,1,368500
2,1,1,99000
4,3.75,2,1.07E+06
4,1.75,1,430000
3,1.5,1,412500
4,3.25,2,1.12E+06
4,2.5,2,915000
3,2.5,2,535000
3,1.5,1,390000
3,1.5,1,499000
3,1,1,375000
4,2.5,2,349000
3,2.25,1,635000
4,2.75,2,682000
4,2.25,1,321027
2,1,1,150000
3,1.75,1,410000
3,2,2,449950
6,2.5,1,194990
4,1.75,1,475000
5,1.75,2,530000
4,2.5,2,319950
3,2.25,1,210000
3,2.75,1.5,485000
4,2.75,2,774000
4,2,1,478000
4,2.5,2,385000
4,2.5,2,595000
3,1.5,1,285000
4,2.5,2,723000
3,1.5,1,279000
3,1.5,1,195000
2,1,1,625000
3,1.75,2,270000
2,2,1,559000
4,2.25,1,474000
4,2.5,2,303500
3,1.75,1,350000
5,3,1,367500
5,3,1,595000
3,2,1,589000
3,1.75,1,585000
3,2.25,1,482975
4,2.5,2,365500
4,2,1,570000
3,2.5,2,335000
4,2,1.5,767500
3,2.5,2,386591
3,1,1.5,279000
4,2.5,2,620000
4,2.25,1,407000
3,2.5,2,364250
4,2.5,2,399000
3,2.5,1.5,766950
4,2.75,2,710000
3,1,1,320000
3,2.5,2,300000
3,1.75,1,263000
3,2.5,2,445000
3,2,1,554000
2,1.75,1,335000
4,2.75,1,307000
3,1,1,404000
4,3.5,2,775000
3,1,1,220000
4,2.5,2,518000
4,3.5,2,1.60E+06
1,2.25,2,315000
4,2.5,2,572650
2,1,1,350000
2,1,1,285000
3,2.5,2,231000
3,1,1,179000
3,1.5,1,244000
3,1.5,1,185850
6,2.5,2,610000
4,2.5,2,419000
3,1.75,1,779000
5,3,1,695000
3,2.5,2,319900
3,2.75,1,329000
3,2.5,2,475226
3,2.5,2,638000
2,1.5,1,440000
3,2,1,214000
3,2.75,2,600000
4,2,2,935000
4,1.75,1.5,630000
3,2.5,2,575000
3,2.5,1.5,345000
4,1.75,1,323000
3,2.5,1,425000
2,2.25,1,411000
4,1.5,1,299800
6,1.75,2.5,823000
3,1,1,200000
4,1.75,1,760000
4,2.5,2,359950
4,2.5,1,375000
2,1.75,1,295000
4,3,2,250000
3,2.25,3,497000
4,2.5,2,520000
4,3.5,2,365000
3,2.25,1,459900
3,2,1,158000
3,2,1,294700
4,2.25,2,439950
4,2.25,1,899000
3,1.75,1,535000
4,4.5,2,530000
4,2,1,215000
2,1,1,290000
5,2.75,2,798000
4,2.5,2,785000
3,1.75,1,433000
2,1,1,425000
4,2.5,1,654000
3,1.5,2,215000
3,1,1,232000
3,1.75,1,675000
5,2.75,1,665000
4,2.5,2,835000
6,3,2,525000
3,2.75,2,780000
4,3.25,2,844000
4,2.75,2,680000
3,1.5,1,290000
2,1,1,560000
3,2.5,2,605500
4,2.5,2,762500
5,3.25,2,1.74E+06
6,2.75,1,665000
5,1,1.5,540000
3,2.5,1,375000
3,1,1,342000
3,1,1,340000
5,3.25,2,1.25E+06
4,2.5,2,693000
4,1.75,1,638500
5,3,2,805000
3,1,1,250000
3,2.5,2,325000
4,1.75,2,270000
6,2.5,2,880000
2,1.75,1,300000
2,1,1,290000
4,4,1,2.85E+06
3,1,1,259950
4,3.25,2,1.78E+06
3,1,1,299950
3,2.25,1,483000
3,2.25,1,890000
3,2.5,1.5,719000
4,3,1,785000
3,2.5,2,660000
4,1.75,1,264000
3,1.75,1,575000
4,3.75,1,1.22E+06
3,2.5,2,475000
4,3.5,2,845800
3,1.75,1,352500
3,1,1,347000
4,2.75,2,560000
4,2.75,1,323000
3,1.75,1.5,595000
4,2,1,257500
3,1,1,450000
4,1,1,410000
3,1.75,1,810000
5,3,1,372500
3,1,1,325000
3,1,1,280000
3,2,1,258000
4,1,1.5,329950
4,2.5,1,836000
5,2.5,2,365000
2,1,1,111300
4,2.5,2,864000
3,1.75,1,725000
4,2.5,2,550000
2,1,1,130000
2,1.75,1,765000
3,1.5,1,255000
3,2.5,1,439500
3,1.75,1,268000
3,1.75,1,985000
4,2.5,2,751305
3,1,1.5,280000
4,2,1,304000
4,2.75,2,200000
3,1.5,1,325000
3,2.25,2,736000
4,2.5,2,426500
2,1.75,1,640000
5,2,1.5,230000
4,1,1.5,366350
2,1,1,365000
4,2.25,2,482000
4,1,1.5,345000
3,1.75,1.5,682000
3,1.75,1,657500
6,2.5,2,895000
3,1.5,1,425000
4,2.5,2,532500
4,2.5,2,540000
3,2.25,2,578000
3,3,2,1.09E+06
3,1,1,322500
3,1,1,140000
3,2.5,1,485000
2,1.5,1.5,575000
3,2.5,2,421000
4,2,1,355000
4,2.25,2,515000
3,1,1,309000
5,2.25,2,815000
3,1,1,285000
3,1.75,1.5,700000
3,2.5,2,289000
4,3,1.5,458000
3,1.75,1,230000
3,2.5,1,432500
3,1.75,1,288000
3,1.75,1,354000
3,1,1,119500
4,3,1,805000
3,2.5,3,435000
3,1.75,1,260000
4,1.75,1,377000
4,2.5,2,602000
3,1.75,1,530000
4,2,1,525000
2,1.5,2,250000
3,1,1.5,681000
3,1.75,1,625000
3,2.5,2,448500
3,2,1,260000
3,1.75,1,538000
3,2,1,385500
4,2.5,2,428400
4,2.75,2,346290
4,2.75,2,587000
4,2.5,2,355000
5,2.75,1,650000
4,2.5,2,340000
4,2.5,1,565000
4,2,1.5,630000
3,1,1,227000
4,2.75,1,600000
4,1.75,1,540400
3,2.5,2,569000
3,2.5,2,735000
3,2.25,1,434000
2,2,1,578888
4,2.75,1,465425
4,2.75,1.5,280500
2,2,1,539950
3,2,1,406430
4,3.75,2,1.15E+06
3,2.5,2,250000
3,2.5,1,266000
3,2,1,258000
3,2,1,472000
3,2.25,2,530000
2,1,1.5,302282
2,1,1,370000
4,2,1.5,625000
1,1,1,142500
3,1.75,1,334000
5,3,2,362000
2,1,1,181000
3,1,1,241500
3,1.75,1,245000
3,1,1,227500
5,1.5,1.5,158550
3,2.25,1,450000
3,1.75,1,485000
4,1.75,1,353000
4,3,2,500000
1,2.25,1.5,360000
3,1.5,1,357500
3,2.5,2,272000
3,1,1,422000
2,2,1,365000
3,1.75,1,450000
2,1,1,275053
3,2.75,1,1.88E+06
3,1.75,1,725000
3,1.75,1,235000
2,1,1,510000
2,1,1,489950
3,2.5,2,463000
4,2.25,2,536000
4,2.5,2,375000
4,2.5,2,630000
3,2.25,1,362000
4,2.75,1,350000
4,3.5,2,1.69E+06
3,2,1,255000
4,2.5,1,269000
4,3,1.5,370000
3,1,1,270000
3,2,1,265000
2,1,1,487000
4,3.25,2,835000
4,3.25,1,850000
4,2.75,1,575000
3,1,1,335000
3,1,1,318000
3,2,1,510000
3,1.5,1,242500
5,2.25,1,750000
5,3.5,2,439900
2,1,1.5,710000
5,3.25,2,2.40E+06
3,1.75,1,435000
4,2.75,1,874000
4,1.75,1,385000
2,1,1,110000
3,1.75,1,477000
3,2,1.5,500000
4,2.5,2,885000
2,1,1,235000
3,2.75,1,210000
2,1,1,320000
3,1.75,1,406000
3,1.75,1,350000
2,0.75,1.5,350000
4,2.5,2,720000
4,2.75,1,604700
3,1,1.5,343000
3,2.25,1,558000
4,1,1.5,364000
3,1.75,1,420000
5,2,1.5,450000
2,1.5,1,392000
4,1,1,100000
3,2.5,3,480000
3,1.5,1,212000
5,2.5,1,560000
5,2.75,2,359950
4,2.5,1,535000
5,4,2,980000
2,1,2,720000
2,1,1,619950
3,2.5,2,489000
4,2,1,415000
4,2.5,2,672500
3,1,1,352500
4,2,1,258750
3,1,1,350000
3,1,1,152000
2,1,1,378500
4,1.75,1.5,1.02E+06
3,1.5,1,419000
5,3,1,895000
4,2.25,1,668500
2,2.5,2,487000
3,3.5,2,538000
5,1.5,1,898000
4,2,1,315000
3,2.5,2,800000
3,1.75,1,516130
3,2.5,1.5,1.60E+06
4,2.5,2,1.20E+06
4,2.5,1,355425
3,2.5,2,1.16E+06
4,2.5,2,689000
3,3.25,3,500000
5,2.5,1,430000
4,2.25,1,299500
4,2.5,2,349950
5,3.25,2,1.42E+06
4,2.25,2,998000
3,1,1,329000
3,1.75,2,575000
5,2.25,2,529900
4,2.5,1,1.47E+06
4,1.75,1,725000
3,2.5,2,286000
3,2,1,335000
3,1.5,1,395300
4,2.75,2,510000
3,1,1,203000
2,1,1,248000
3,2.25,2,265000
4,1.5,1.5,1.00E+06
3,1,1.5,1.00E+06
3,2,1,241400
4,1.75,1,309950
3,1.75,1,294010
3,2.25,2,345000
3,2.25,2,625000
4,2.5,2,660000
2,2,1,559000
4,3.25,2,866000
3,2,1.5,770000
3,1.5,1,259950
5,2.75,1,352000
5,4.75,2,2.47E+06
3,2,1,395000
4,1.75,1.5,276500
3,2.25,1.5,530000
4,3.25,2,798000
2,2,1,380000
4,2.5,2,350000
3,2.5,2,325000
3,2.5,2,336000
3,2.25,1,286900
5,2.25,1,472000
3,1.75,2,263000
3,3,1,565000
3,2.5,2,765000
3,2.25,1,1.52E+06
3,2,1,405000
4,3.5,2,1.10E+06
3,3,1,555000
3,2.5,2,305000
3,2.25,1,289950
5,3.5,2,487500
3,1,1,96500
3,1,1,185000
4,1,1.5,150550
4,2,1.5,339000
4,1.75,1,675000
3,1.75,1,615000
4,2.5,2,837500
2,1,1,250000
3,2.5,2,583000
3,2.5,3,499000
3,2.5,2,550000
4,2.5,1,400000
3,2.5,2,990400
3,2.5,1.5,600000
2,1,1,325000
3,2.5,2,265000
3,2.5,1,1.62E+06
3,1.5,1,347500
5,2,1.5,629000
2,2,1.5,1.09E+06
4,2.5,2,397500
2,1,1.5,404500
3,1.5,1,225000
3,2.25,1,267000
4,3.75,2,800000
4,2.5,2,339000
4,2.5,1,1.85E+06
5,1,1.5,525000
5,3.5,2,1.15E+06
1,1,1.5,565000
2,2.25,2,387000
4,2.5,2,720000
4,3.5,2,1.50E+06
2,1,1,235000
2,1,1,365000
3,2.5,2,368250
3,2.5,2,580000
4,3.25,2,1.10E+06
4,2.5,2,215000
4,2.5,2,648000
4,3,2,705000
3,2.25,2,465000
5,2,1.5,650000
4,2.25,1,335000
4,2,1.5,640000
4,2.5,2,638250
4,3.5,2,1.46E+06
4,2,2,375000
4,1.75,1,842000
3,2.25,1,499950
4,2.5,2,810000
5,2,2,310000
3,2.5,1,730000
4,1.75,1.5,637800
3,1,1.5,225000
4,1,1.5,417500
4,2,1,265000
4,2.5,2,550000
3,2,1,625700
3,2.5,2,595000
3,1.5,1,270000
5,3,2,739375
2,1.75,2,357562
4,2.5,2,1.01E+06
2,1.75,1,455000
5,2.25,1,310000
3,2.75,2,415000
2,1,1,452000
3,2,1,810000
3,2,1,730001
3,2.25,1,825000
3,2.5,2,665000
4,1.75,1,327500
3,2.5,2,699950
3,2.5,2,424000
4,2.5,1.5,657000
3,1.75,1,445000
3,2.5,2,450000
3,1,1,350000
4,2.5,2,460000
4,2.5,1,385000
4,2.25,2,272000
3,2.5,2,535000
2,1,1,216500
3,2.5,2,325000
3,1.75,1,420200
3,1.75,1,258000
3,2,1.5,450000
4,2.25,2,720168
3,2,1.5,652000
4,2.5,2,569500
4,1.75,1,411000
3,1.75,1,524950
2,1,1,153000
3,2.5,2,775000
4,2.5,2,338500
3,1.75,1,570000
3,2,1,653000
2,2.5,2,435000
2,1,1,207000
2,1,1,540000
4,2.25,2,386000
5,2.25,1.5,265000
3,2.25,2,250000
3,2,2,1.70E+06
4,2.5,2,455000
4,3.25,2,1.80E+06
3,2,1,759000
4,2.75,2,970000
1,0,1,280000
3,2.25,1,690000
3,2.5,1,789900
2,1,1.5,447500
4,2.25,1,440000
3,2,1,278000
5,2.5,1.5,980000
3,2.75,1,245000
3,1.5,1,287000
3,1.75,1,435000
3,2.5,2,585000
4,1.75,1,616000
3,1.75,1,203000
4,2.75,2,860000
4,2.5,1,833000
4,2.75,2,565000
3,2.5,2,572500
4,2,1,254000
4,4.25,3,1.53E+06
4,3,2,900000
3,2.5,2,899000
3,2,1,560000
3,1.75,1,512500
4,2.5,1.5,775000
2,1,1,200000
3,1,1,172000
3,1,1,219900
3,1,1,641200
5,3.25,2,473000
3,1.75,1,540000
2,1,1,295000
3,1,1,370000
4,2.25,1.5,1.73E+06
3,1.5,1,275000
3,1,1,89000
2,1.75,1.5,175000
3,2.5,1,490000
3,2.25,2,342400
3,1,2,345000
2,1,1,399000
4,2.5,1,550000
3,2.25,1,652450
2,2.25,1,438000
3,1.75,1,605000
4,2.5,1,395000
3,2,2,449950
4,2.5,2,651100
3,1,1,241000
5,5,2,3.42E+06
2,1.5,1,268500
2,1,1,200000
4,1.75,1,400375
2,1.75,1,429000
3,1,1,230000
4,2.25,2,1.20E+06
1,1,1,314200
4,2.5,1,513000
2,1,1,535000
6,3,2,420000
3,2.5,2,345950
3,2,1,483500
4,2.25,2,695000
4,2.5,2,295000
3,2.25,1,434975
3,2.5,2,513000
3,1.75,1,360000
3,1,1,234900
4,3.5,2,963000
2,1.5,1,595000
4,3.25,2,942500
4,3.25,2,1.03E+06
3,1,1.5,350000
4,2,2,416500
3,1,1.5,209900
3,1.75,1.5,802000
4,1.5,1,230000
3,3,2,489000
3,1.5,1,497000
3,2.25,1,250000
3,3,2,925000
4,2.5,2,390000
3,2.75,1,415000
3,2,1,785000
3,2,1.5,575000
2,1,1,170000
4,1.75,1,750000
3,1,1,230000
4,3,2,855000
3,1,2,235000
2,1,1,335000
5,3,2,1.20E+06
4,2,1.5,677000
3,2,2,575000
2,1,1,450000
3,2.5,2,817250
4,2.25,1,440000
2,2,1.5,526000
3,2.25,2,762500
4,2.5,2,325000
4,3.5,2,840000
2,1,1,377500
3,1.5,1,212500
4,2.5,2,749400
3,2.5,1.5,663000
3,2.25,2,1.48E+06
3,1,1,261000
4,2.5,2,515000
3,2.25,2,410000
3,2.25,1,336000
2,1,1,440000
4,2.75,2,908950
2,1,1,554000
3,2.25,2,387000
4,2.25,2,268643
3,1.75,1,514000
2,1.75,2,420000
3,1.75,1,199000
3,1,1,225000
4,2.5,2,320000
2,1,1,204995
3,2,2,376000
4,2.75,2,705000
4,2.5,2,725995
4,2.5,1,285000
4,2.5,2,285000
4,2.5,2,731000
4,3.75,2,1.56E+06
4,2.5,1,510000
2,1,1,620000
3,4,2,1.11E+06
4,3.5,2,796000
3,1.5,1,255000
3,2.5,2,807000
4,2.5,2,315000
3,2.25,2,637000
4,4.25,2.5,2.73E+06
3,2,1,490000
3,1.75,1,253000
4,2.5,2,325900
2,2,1,425000
4,2.5,2,215000
4,2.5,2,315000
3,2,1,724800
2,1,1,295000
3,1.75,1,509007
5,2,1.5,306000
3,1.75,1,205000
3,1.5,1,275000
3,1.75,1,685000
4,2.5,1,465000
4,2.25,1,560000
3,1.75,1,458500
3,1,1,354000
3,2.5,2,441000
3,1.75,1,194000
4,2.5,2,316500
3,1.75,1.5,524950
3,2.25,2,1.05E+06
4,2.25,2,925000
3,1.75,1.5,780000
2,2,2,241000
3,2.75,1,519000
2,1,1,286000
3,2,1,400000
2,1,1,255000
3,1.75,1,152000
4,2,2,599000
4,2.5,2,330000
2,1,1,461000
5,2.5,2,620000
4,2.5,1,352500
3,2,1,435000
5,2.75,2,725000
3,1,1,300000
3,2.5,2,252000
4,2.75,1,464625
3,1,2,340000
4,2.25,1.5,1.33E+06
5,2,1,455000
4,3.5,2,495000
4,2.5,2,925000
4,2.75,2,587000
3,1.75,1,524000
4,2.5,2,1.03E+06
2,1,1,176000
2,1,1,249900
3,2.5,1.5,499500
5,3.5,1,600000
4,2.5,2,294000
4,2,1,272000
3,2.5,2,390000
4,2.5,1,700000
5,2.75,2,635000
4,1.5,2,920000
3,1.75,1,500000
2,1,1,263500
4,2.25,2,975000
3,2.5,2,575000
4,2.5,2,822000
3,1,1,300000
4,2.5,2,487600
4,2,1,500000
2,2,3,680000
3,2.5,2,419000
4,1.75,1,450000
5,1.75,1.5,650000
3,1.75,1,550000
4,2,1,330000
4,1,1.5,282510
4,4,2,2.39E+06
2,2,1,230000
4,1.75,2,750000
4,2.5,2,321000
4,3.25,2,2.20E+06
4,2,1,245000
2,1,1,510000
4,3.25,2,751000
4,2.5,2,675000
3,1.75,1,295000
2,1,1,312000
3,3,2,730000
5,3.5,2,762500
3,1,1.5,150000
3,1,1,270000
4,2,1,400000
3,2.5,2,650000
2,1.5,1,530000
3,1,1,248000
4,3.5,1,760000
4,1,1.5,199000
2,1,1,240000
3,1.5,2,415000
3,1,1,228000
4,2.5,1,525000
3,1.75,1,399950
4,2.5,2,781000
3,2.5,2.5,827000
5,2.25,1.5,525000
4,2.5,2,671300
2,1,1,175000
5,2.75,1,1.10E+06
5,2.5,1,800000
4,2.5,2,329950
4,3.25,2,445000
3,1.75,1,237000
6,4,2,1.11E+06
4,2.5,2,438900
9,4.5,2,1.28E+06
4,2.5,2,600000
4,2.5,2,670000
2,2,1,519000
3,2.25,1,320000
2,1.5,2,270000
3,2.5,2,1.00E+06
1,1,1,330000
3,2,1,657500
3,1.75,1,450000
3,1,1.5,150000
4,2.5,2,792500
3,2.5,2,540000
3,1,1,229900
4,2.5,2,533000
4,1.75,1,239000
3,2.5,1,713900
4,2.5,2,427500
3,1,1.5,302000
3,2.5,2,1.15E+06
3,2.5,2,555000
3,2.25,2,495000
3,1.5,1,495000
2,0.75,1,340000
4,2.25,1,464950
4,2.5,2,320000
1,1,1,440000
3,1.5,2,686000
4,1.75,1,555000
2,1,1,361500
5,3,2,1.24E+06
4,1,1,154950
3,1.75,1,247200
3,2.25,1,250000
3,1.5,2,590300
5,2.75,1,541125
2,2.5,2,310000
4,2.75,1,704111
3,2.25,1,277500
4,2.75,1,325000
3,2.25,2,289200
1,1,1,185000
4,3.5,2,1.45E+06
4,2,1,420550
4,2.25,1,603000
3,1,1.5,345000
3,2,1,650000
5,3,1,589950
2,2.25,2,309950
3,2.5,1.5,775000
4,1.5,1.5,590000
4,3,2.5,863500
3,1,1,517500
3,3,1.5,700000
3,2.5,1,699000
3,2.5,2,350000
4,2.5,2,795000
3,2.5,1,543000
3,2.5,2,325000
3,1,1.5,337500
2,1,1,425000
3,2.5,1,780000
2,1,1,259000
4,1.75,1,524400
3,2,1,260000
2,2,2,273000
4,2.5,2,639900
4,2.5,2,420000
3,1,1,510500
4,1,1.5,290000
3,1.75,1,226000
2,1,1,300000
3,2,1,407450
4,2.25,1,390000
6,2.75,1,1.06E+06
3,2.5,2,610000
3,2.5,1,239975
3,2.5,1,375000
4,2.5,2,742500
4,1.75,1,450000
3,2.25,1,300000
3,1.75,1,216600
3,1.75,1.5,525000
4,2.25,1,455000
4,2.25,2,390000
3,1.75,1,450000
4,1,1.5,382000
3,2.25,1,287000
4,2,1,460000
3,2.25,2,435000
2,1,1.5,575000
3,1.5,1,626700
4,1.5,1.5,352000
3,1,1,650000
3,1,1,197000
8,2.75,1,340000
3,2,1,560000
3,1.75,1,354000
4,2.5,2,670000
4,3.5,2,769000
4,2.5,1,650000
3,1.75,1,650000
4,1.75,1,289950
3,1.75,1,300000
4,1.75,1,471000
4,2.5,2,639000
2,1,1,287000
4,2.5,2,740000
3,2,1,499922
4,2.5,2,675000
5,2.75,2,738515
3,1.75,1,445000
4,2.25,1,1.04E+06
2,1,1,346000
3,2,2,450000
4,2.5,1,350000
4,3.5,2,2.40E+06
4,2.25,1,594950
5,3,2,1.70E+06
2,1,1.5,219000
4,2.5,2,450000
4,2.25,2,402000
2,1,1,275000
3,1.5,1,421500
3,3,2,560000
3,1.75,1,314000
4,2,1,287000
4,1,1.5,277000
2,1,1,337500
4,2.75,2,792000
3,2.5,2,435000
4,2.5,1,313100
3,2.25,1.5,575000
4,2.5,1,510000
2,1,1,299950
3,3,1,1.03E+06
4,1.75,1,364000
3,1,1,335000
3,1,1,219950
3,2,1,215000
4,2.5,2,640000
3,1,1,535000
4,2,1,253000
2,2.5,2,650000
3,2.25,1.5,672000
3,1.75,1,606000
3,2.25,1,292000
3,2,1,289950
4,1.5,1,257500
3,2.5,1,380000
3,1.75,3,360000
3,1.75,1,269500
4,2.5,2,449000
4,1.5,1.5,375000
5,4.75,2,2.20E+06
4,2.5,2,810000
5,3.25,2,994000
5,2.25,1,275000
2,1,2,300000
5,2.5,2,380000
3,2,1,200000
3,3.5,3,635000
2,1,1,280000
3,2.5,2,574000
4,1,1,1.05E+06
3,2.25,2,545000
3,1.5,1,271950
5,1.75,1,630000
2,1,1,400000
4,2.5,2,334000
4,2,2,332500
2,1.5,2,525000
3,2.5,2,408000
4,2.5,2,846450
3,1.5,1,411100
5,3.25,2,409124
2,1.5,1,335950
5,2.5,1,480000
2,1.75,1,280000
4,2.5,2,668000
4,2.5,2,750000
2,1,1,394475
5,1.75,2,848000
3,1.5,2.5,675000
3,1,1,175000
4,1.5,1,560000
5,2.75,2,538888
4,1.75,2,359000
3,2.25,2,300000
3,2.5,2,273000
3,2.5,2,670000
4,2.25,1,530000
3,1.5,1,625000
3,1,1,248000
3,2.5,2,533000
4,3.5,1,549950
4,1.75,1,485000
3,2.5,2,353500
2,1.75,1,435000
3,1,1,241000
4,2.75,1.5,885000
6,3,2.5,799200
3,2.5,1,760000
2,1,1,270000
4,1.75,1,675000
3,2.5,1,499000
3,2.5,1.5,1.20E+06
4,2.5,2,320000
4,3.25,1,890000
4,2.75,1,275000
4,2.5,2,490000
3,2.5,1.5,550000
5,2,1,390000
3,2.25,1,277000
3,1.75,1,236000
3,1.75,1,265953
3,2.25,1,545000
3,2.5,2,535000
3,2.75,1,1.45E+06
4,3,2,490000
4,2.5,1.5,319950
3,1.5,1,625000
3,1,1,248000
3,1.75,1,475000
6,2.75,1,410000
3,2.5,3,670000
3,2.5,2,430000
2,1,1,313000
3,3.25,2.5,950000
2,2,1.5,751750
4,2.5,2,760000
3,1.75,1,310650
4,3,2,367500
4,2.5,2,580000
3,2.25,1.5,580000
4,2.5,2,665000
3,2.25,2,239950
4,2.5,2,470000
3,1.75,1,733000
4,2,1,250000
4,1.75,1,402000
5,3.5,2,295000
5,2.5,1,355000
3,1.5,1,289000
3,2.25,2,376000
2,1,1,212700
3,1.75,1,325000
4,2.5,2,415000
3,2.5,1,935000
3,2.5,2,372000
3,1.5,1,240000
3,1.75,1,334950
4,2.5,2,426500
2,1.75,1,430000
3,1.5,1,400000
3,2.25,1,455850
4,3.5,2,1.97E+06
3,1.75,1,400000
3,1,1,397500
3,2.5,3,755000
5,1.5,1,287000
4,2.5,2,480000
3,2.5,2,490000
3,2.5,2,365000
3,2.5,2,260000
4,1,1.5,505000
2,1,1,260000
2,1,1,430000
4,2.5,2,905000
3,2,2,440000
4,1,1.5,439500
3,2,1,270000
3,2.5,2,306500
3,2,2,380000
4,1.75,1,215000
2,1,1,299900
4,3.5,2,1.45E+06
3,1,1.5,239950
4,2.5,1,494000
4,1.5,1,317500
4,2.5,2,670000
3,2.5,2,650000
4,2.5,2,852000
2,1.5,2,250000
3,1.5,1,264950
2,2,1,582500
3,2.5,2,384000
3,1.5,1.5,817000
4,1.75,1,320000
4,2.25,1,445800
2,1,1,263300
3,1,1,215000
5,4,1.5,842500
5,4,1.5,850000
5,2.5,2,386000
4,2.5,2,251100
3,1.75,1,435000
4,4,2,870000
6,1,2,800000
3,1.75,1,555000
2,1,2,280000
3,1,1,356000
4,2.5,2,675000
4,2.25,2,605000
5,2,1.5,690500
2,1.75,1,437000
5,2,1.5,850000
4,2.25,1.5,350000
2,2.25,1.5,480000
3,2.25,2,379500
5,4.5,2,600000
4,3.5,2,1.44E+06
2,1.5,2,303000
4,2.5,1,800000
2,2,1.5,549000
3,2.5,1,324950
2,1,1,170000
3,1,1,178000
3,1,1,144000
4,2.75,1,1.58E+06
2,1,1,258000
3,1.75,1,345000
3,1.75,1,470000
5,2.5,2,2.90E+06
3,1.5,1,350000
2,1.75,1,225500
2,1,1,473000
3,1.75,1,279000
3,1,1,470000
3,1.75,1,565000
3,2,1,695000
3,1.75,1,315000
3,2.5,2,529000
5,3.75,1.5,750000
3,2.25,2,481500
3,2,1,211000
3,2.25,1,455000
2,1,1,238950
4,3.5,2,722500
4,2.5,1,795000
4,2.25,2,327500
4,3,2,585000
4,2,1,775000
4,2.5,2,645000
4,2.75,1,445000
3,1.75,1,257950
5,1.75,1,375000
3,2.5,2,245000
3,2.5,2,725000
4,2.5,2,702000
3,1.75,2,330000
3,1.5,1.5,940000
3,1,1.5,354500
4,2.75,1.5,279950
3,2.25,1,284000
5,2,1,480000
5,2,1,647500
3,2.5,2,625000
3,1,1,152000
3,1,1,322000
3,1.75,1,445000
3,1,1.5,595000
3,1,1,165000
4,2.5,2,278500
3,1.75,1,517500
2,1,1,343566
4,2.25,1,286285
4,1.5,1,474905
3,1.75,1,550000
4,2.5,2,286000
3,3.25,1,900000
3,2.25,2,449950
4,1.5,2,259000
3,2.25,1,340000
4,2.5,2,785000
2,1,1.5,490000
4,2,1,344950
3,2,2,950000
4,1.75,1,810000
2,2.5,1,998160
3,1.75,1,377000
3,2,1,595000
2,1,1,313300
5,1.75,1.5,360000
3,1.75,1,188000
3,2.5,1.5,755000
5,3.5,2,1.29E+06
3,1,2.5,455000
5,3.5,2,817500
3,2.25,3,550000
3,1.75,1,260000
3,2,1.5,320000
3,3.25,1,1.15E+06
4,2.5,1,362000
3,2.5,2,503500
3,2.5,2,653000
4,2.75,2,760000
4,1.75,1,775000
4,3.75,1.5,1.34E+06
5,1.75,1,417500
3,1.5,1,525000
2,1,1,217000
4,2.75,1,525000
4,2.25,1,442500
4,1.75,1,525000
4,1.75,1,425500
3,2.75,2,710000
4,3,1,545000
5,2.75,1.5,410000
3,2.25,1,245000
2,1,1,194900
